,gene_pair,A1,A2,ols_p,ols_coef,n_A2_lost,A2_lost_mean_quant_A1,A2_other_mean_quant_A1,p_adj,compensation,collateral_loss,sorted_gene_pair,bronze_standard_SL,strict_comb_hit,lenient_comb_hit,in_PC_CORUM,in_PC_CORUM_essential,in_PC_CORUM_both,in_PC_EBI,in_PC_humap,closest_pair,famsize2,other_dir_comp,other_dir_cl,dataset,FDR_threshold
0,APPL2_APPL1,APPL2,APPL1,0.7955487244793722,-0.009041419598205369,108,24.76467968768975,24.55387158993869,0.8893138449131213,False,False,APPL1_APPL2,,False,False,True,False,False,False,False,True,True,,,pancan,0.05
1,C3_C4A,C3,C4A,0.003603457124034869,-0.21293496353513475,49,29.409492740997333,29.643297604302475,0.0220947545538138,False,True,C3_C4A,,,,False,False,False,False,False,False,False,False,False,pancan,0.05
2,C3_C4B,C3,C4B,0.003603457124034869,-0.21293496353513475,49,29.409492740997333,29.643297604302475,0.0220947545538138,False,True,C3_C4B,,,,False,False,False,False,False,True,False,False,False,pancan,0.05
3,C4A_C3,C4A,C3,0.19375602584513918,-0.10946014096586659,62,25.580462595329813,25.80629668379433,0.3755101934919795,False,False,C3_C4A,,,,False,False,False,False,False,False,False,False,True,pancan,0.05
4,C4B_C3,C4B,C3,0.04244016143085682,-0.15570383611601613,62,26.171200855948122,26.319712374507162,0.13341822202085601,False,False,C3_C4B,,,,False,False,False,False,False,True,False,False,True,pancan,0.05
5,A2M_C3,A2M,C3,0.0007493173993341842,-0.2494507372583373,62,28.894098599321612,29.009180643025278,0.006859482725768644,False,True,A2M_C3,,,,True,False,False,False,True,False,False,,,pancan,0.05
6,PZP_C3,PZP,C3,0.2349712244649218,-0.11607660929895391,62,22.77843911173701,23.038525308069158,0.42441619349773146,False,False,C3_PZP,,,,False,False,False,False,True,False,False,,,pancan,0.05
7,A2ML1_CD109,A2ML1,CD109,0.3877759130625402,-0.20490836775304544,31,23.020320177671465,23.610156120666712,0.5777507783994926,False,False,A2ML1_CD109,,,,False,False,False,False,False,False,False,,,pancan,0.05
8,A2M_CD109,A2M,CD109,0.0012449630166189805,-0.20619728977286686,84,29.01669256298392,28.999543994845805,0.00994229206278934,False,True,A2M_CD109,,,,True,False,False,False,True,False,False,,,pancan,0.05
9,PZP_CD109,PZP,CD109,0.07485146137269312,-0.15108634492194303,84,22.778050929176164,23.01311020732561,0.20054045486830624,False,False,CD109_PZP,,,,False,False,False,False,True,False,False,,,pancan,0.05
10,SRSF5_SRSF4,SRSF5,SRSF4,0.02900679307584685,0.08917813948201261,87,25.763820690777706,25.691327058445548,0.10122462243733263,False,False,SRSF4_SRSF5,,False,False,True,True,True,False,True,False,False,,,pancan,0.05
11,SRSF1_SRSF4,SRSF1,SRSF4,0.20718853315106053,0.06792788874440117,87,26.836817748321774,26.632067708560943,0.39059306906183394,False,False,SRSF1_SRSF4,,,,True,True,True,False,True,False,False,,,pancan,0.05
12,SRSF5_SRSF9,SRSF5,SRSF9,0.039033121416251884,0.13074245832427542,32,25.909334403111995,25.68625226654855,0.12574280580355332,False,False,SRSF5_SRSF9,,,,True,True,True,False,True,False,False,,,pancan,0.05
13,SRSF1_SRSF9,SRSF1,SRSF9,0.0165198572735743,0.20706751506583548,32,27.06452082535135,26.632138219154555,0.06678115754485611,False,False,SRSF1_SRSF9,,False,False,True,True,True,False,True,True,False,,,pancan,0.05
14,ENTPD4_ENTPD1,ENTPD4,ENTPD1,0.9372832778799655,-0.005411153531001467,68,19.976660580366744,20.702010700897578,0.9677915943389878,False,False,ENTPD1_ENTPD4,False,,,True,False,False,False,False,False,False,False,True,pancan,0.05
15,ENTPD2_ENTPD1,ENTPD2,ENTPD1,0.90391617732195,0.01054230817346713,109,22.149443879360227,19.717456126243103,0.9489977242028654,False,False,ENTPD1_ENTPD2,,False,False,True,False,False,False,False,False,False,,,pancan,0.05
16,ENTPD3_ENTPD1,ENTPD3,ENTPD1,0.720828004468214,0.0335438227349953,124,21.60349336382247,20.8453524426461,0.840960486582574,False,False,ENTPD1_ENTPD3,,False,False,True,False,False,False,False,False,False,,,pancan,0.05
17,ENTPD1_ENTPD4,ENTPD1,ENTPD4,6.086338787970756e-07,-0.1935016624865244,177,24.13627386065712,24.078622505694774,2.57429588735652e-05,False,True,ENTPD1_ENTPD4,False,,,True,False,False,False,False,False,False,False,False,pancan,0.05
18,ENTPD2_ENTPD4,ENTPD2,ENTPD4,0.7878373816125697,0.019811852246550743,85,19.31052418207538,20.634074542842782,0.8842361570531249,False,False,ENTPD2_ENTPD4,,,,False,False,False,False,False,False,False,,,pancan,0.05
19,ENTPD3_ENTPD4,ENTPD3,ENTPD4,0.6117537860294668,0.040767460902327746,108,20.63298518958175,21.16186914098809,0.7674917182457834,False,False,ENTPD3_ENTPD4,,,,False,False,False,False,False,False,False,,,pancan,0.05
20,MIB1_MIB2,MIB1,MIB2,0.7429477925016627,-0.012287018269427463,58,23.763782044594638,23.789080388720222,0.8560853692307939,False,False,MIB1_MIB2,,False,False,False,False,False,False,True,True,True,,,pancan,0.05
21,ABCF3_ABCF1,ABCF3,ABCF1,0.406430224313875,0.025470395047043126,48,25.10462175215228,24.84232965959912,0.5946743320518196,False,False,ABCF1_ABCF3,,False,False,False,False,False,False,False,True,True,,,pancan,0.05
22,VSNL1_NCS1,VSNL1,NCS1,0.018839200917215942,-0.25015913972973675,76,23.142213017782023,23.84350728461374,0.07367934057349522,False,False,NCS1_VSNL1,,,,True,False,False,False,False,False,False,,,pancan,0.05
23,NCALD_NCS1,NCALD,NCS1,0.6603357178697401,0.028431030638767462,77,23.68529858923495,23.45860558185115,0.8028588069685134,False,False,NCALD_NCS1,,,,False,False,False,False,False,False,False,,,pancan,0.05
24,HPCAL1_NCS1,HPCAL1,NCS1,0.34936398462638696,0.044446765455581794,79,25.390590895790783,25.028055550936045,0.5415319585250544,False,False,HPCAL1_NCS1,,,,False,False,False,False,False,True,False,,,pancan,0.05
25,TFDP2_TFDP1,TFDP2,TFDP1,0.0032218244503038704,0.1363097642455031,86,19.765088286227243,19.711915019682827,0.020384063835163543,True,False,TFDP1_TFDP2,False,,,True,False,False,True,True,True,False,,,pancan,0.05
26,COL16A1_COL4A2,COL16A1,COL4A2,0.009026073867110691,-0.2033591092072875,98,22.591194606651808,22.93856054206159,0.04312877136502263,False,True,COL16A1_COL4A2,,,,False,False,False,True,True,False,False,,,pancan,0.05
27,COL4A3_COL4A2,COL4A3,COL4A2,0.08341087296744414,-0.129140284796471,65,22.588901938618804,22.83325539220534,0.21599822432839275,False,False,COL4A2_COL4A3,,,,True,False,False,True,True,False,False,False,False,pancan,0.05
28,COL16A1_COL4A3,COL16A1,COL4A3,0.1657163025169778,-0.15607142572622545,45,23.015571884582943,23.008459690466196,0.3392870009314882,False,False,COL16A1_COL4A3,,,,True,False,False,True,False,False,False,,,pancan,0.05
29,COL4A2_COL4A3,COL4A2,COL4A3,0.576039248706415,-0.0318332417441575,47,25.296529970329857,25.749343697510803,0.7406155158079659,False,False,COL4A2_COL4A3,,,,True,False,False,True,True,False,False,False,False,pancan,0.05
30,COL4A1_COL4A3,COL4A1,COL4A3,0.11716433015264073,-0.10063824781801146,47,24.7063169667508,25.02270885388447,0.2729016145706002,False,False,COL4A1_COL4A3,,,,True,True,False,True,True,False,False,,,pancan,0.05
31,SLIT3_SLIT2,SLIT3,SLIT2,0.11216532823855871,-0.09896369512607374,87,22.058327635969214,22.076684668057016,0.2641088759761527,False,False,SLIT2_SLIT3,False,,,False,False,False,False,False,True,False,False,False,pancan,0.05
32,SLIT2_SLIT3,SLIT2,SLIT3,0.07838304507259258,-0.12216850121380111,69,21.846557268239337,22.13407209938895,0.20625216007580816,False,False,SLIT2_SLIT3,False,,,False,False,False,False,False,True,False,False,False,pancan,0.05
33,TES_LMCD1,TES,LMCD1,0.3088973780062768,-0.0380672756403756,195,27.31600551413357,27.26089696632319,0.5014368239988175,False,False,LMCD1_TES,,False,False,False,False,False,False,False,True,False,False,False,pancan,0.05
34,LMCD1_TES,LMCD1,TES,0.7663439502695878,0.030344877649752133,29,26.560624049283355,26.434226845345435,0.8708107375202678,False,False,LMCD1_TES,,False,False,False,False,False,False,False,True,False,False,False,pancan,0.05
35,ACTBL2_ACTR1A,ACTBL2,ACTR1A,0.018494756776737373,-0.07759102184766437,145,25.853242514169203,25.642286251708065,0.07264320632513871,False,False,ACTBL2_ACTR1A,,,,False,False,False,False,True,False,False,False,True,pancan,0.05
36,ACTB_ACTR1A,ACTB,ACTR1A,0.03840192598748719,-0.08502518200406364,145,29.478554991631853,28.936037623176,0.12423512599917953,False,False,ACTB_ACTR1A,,,,True,True,False,True,True,False,False,,,pancan,0.05
37,ACTA1_ACTR1A,ACTA1,ACTR1A,0.16268357405295347,-0.10026827391288551,127,21.622182664873055,23.382707257129415,0.33532904688556836,False,False,ACTA1_ACTR1A,,,,False,False,False,False,True,False,False,,,pancan,0.05
38,ACTR1B_ACTR1A,ACTR1B,ACTR1A,0.521869525787483,0.022842851707503505,145,25.493473587358665,25.25415102422576,0.6960336550552898,False,False,ACTR1A_ACTR1B,,False,False,False,False,False,False,True,True,False,,,pancan,0.05
39,ACTG1_ACTR1A,ACTG1,ACTR1A,0.9901740827202596,-0.0008055090642156149,137,28.380851720731805,27.688086582607443,0.9947471321456226,False,False,ACTG1_ACTR1A,,,,True,True,False,False,True,False,False,,,pancan,0.05
40,ACTB_ACTBL2,ACTB,ACTBL2,1.1274757570562786e-05,-0.20305979329732055,83,29.092641843657173,29.053892051840783,0.0002500346809913567,False,True,ACTB_ACTBL2,,,,True,True,False,True,True,True,False,,,pancan,0.05
41,ACTA1_ACTBL2,ACTA1,ACTBL2,0.019644025770811195,-0.1804056364424683,83,24.24620235980788,22.95719662184538,0.07612202756371175,False,False,ACTA1_ACTBL2,,,,False,False,False,False,True,False,False,,,pancan,0.05
42,ACTR1A_ACTBL2,ACTR1A,ACTBL2,0.001539581967594457,-0.10844860735285529,83,26.969920874842238,26.850421183487253,0.011643725874124966,False,True,ACTBL2_ACTR1A,,,,False,False,False,False,True,False,False,False,False,pancan,0.05
43,ACTR1B_ACTBL2,ACTR1B,ACTBL2,0.7676906769775809,-0.012030803696021303,83,25.43818774038973,25.278871802633635,0.8712573943934384,False,False,ACTBL2_ACTR1B,,,,False,False,False,False,True,False,False,,,pancan,0.05
44,ACTG1_ACTBL2,ACTG1,ACTBL2,0.06595661093043677,-0.1272008564631884,83,27.844317885116777,27.825218789830853,0.18326245526791135,False,False,ACTBL2_ACTG1,,,,True,True,False,False,True,False,False,,,pancan,0.05
45,ROR1_ROR2,ROR1,ROR2,0.4418644616510303,-0.053821510038055964,65,21.16445893174867,20.78231369420224,0.6282094182452246,False,False,ROR1_ROR2,,False,False,False,False,False,False,False,True,False,False,False,pancan,0.05
46,ROR2_ROR1,ROR2,ROR1,0.10681190955836857,-0.15755684441679696,42,20.79882179856785,21.070023383889733,0.2553763421853902,False,False,ROR1_ROR2,,False,False,False,False,False,False,False,True,False,False,False,pancan,0.05
47,INSR_IGF1R,INSR,IGF1R,0.4829506592547652,0.031699203277299755,71,23.113422768982918,23.35741278764235,0.6646993432433514,False,False,IGF1R_INSR,False,False,True,True,False,False,False,False,True,False,,,pancan,0.05
48,DCUN1D5_DCUN1D4,DCUN1D5,DCUN1D4,2.9462737407938748e-05,0.19720936795689448,65,23.02057391078331,22.73979100788189,0.0005383431379178568,True,False,DCUN1D4_DCUN1D5,,False,False,False,False,False,False,True,True,False,False,False,pancan,0.05
49,DCUN1D3_DCUN1D4,DCUN1D3,DCUN1D4,0.24109176310349925,-0.06284073498837811,63,22.189213578678828,22.30959663393038,0.43053446984237087,False,False,DCUN1D3_DCUN1D4,False,,,False,False,False,False,False,False,False,False,False,pancan,0.05
50,DCUN1D5_DCUN1D3,DCUN1D5,DCUN1D3,0.002645362746035979,0.19998070544924634,31,23.03707514003588,22.772309702719213,0.017600936486756244,True,False,DCUN1D3_DCUN1D5,False,,,False,False,False,False,True,False,False,False,False,pancan,0.05
51,DCUN1D4_DCUN1D3,DCUN1D4,DCUN1D3,0.15458494356372565,0.08786677130729625,29,20.524549035514454,20.76689877203297,0.3242003785572018,False,False,DCUN1D3_DCUN1D4,False,,,False,False,False,False,False,False,False,False,False,pancan,0.05
52,DCUN1D3_DCUN1D5,DCUN1D3,DCUN1D5,0.8580495368812314,0.009209858083921926,73,22.421929969730666,22.297695992629166,0.9233411885574588,False,False,DCUN1D3_DCUN1D5,False,,,False,False,False,False,True,False,False,True,False,pancan,0.05
53,DCUN1D4_DCUN1D5,DCUN1D4,DCUN1D5,0.4674651254428709,0.03279925019845642,62,20.402421228797646,20.840638388049882,0.6506339710612535,False,False,DCUN1D4_DCUN1D5,,False,False,False,False,False,False,True,True,False,True,False,pancan,0.05
54,MAZ_VEZF1,MAZ,VEZF1,0.0028718067316308026,0.20453276320747554,34,23.6495267890378,23.25269843438735,0.01863410958819532,True,False,MAZ_VEZF1,,False,False,True,False,False,False,False,True,False,,,pancan,0.05
55,MAZ_PATZ1,MAZ,PATZ1,0.0148671516623902,0.11311982882925031,82,23.05372851708184,23.294567740689626,0.061571304436807285,False,False,MAZ_PATZ1,,,,False,False,False,False,False,True,False,,,pancan,0.05
56,TCTN1_TCTN3,TCTN1,TCTN3,0.668743436398056,-0.036120582452333405,85,18.85780164368289,19.032305279284934,0.8083540478742818,False,False,TCTN1_TCTN3,False,,,False,False,False,False,True,True,True,,,pancan,0.05
57,ZER1_ZYG11B,ZER1,ZYG11B,0.05207444617993919,0.07357917456857196,49,22.749729543363458,22.694011090585573,0.1543844242082806,False,False,ZER1_ZYG11B,,,,False,False,False,False,False,True,False,True,False,pancan,0.05
58,ZYG11B_ZER1,ZYG11B,ZER1,0.000509705515169869,0.09454316747572378,78,22.209699918576355,21.957058057335374,0.005072624821995559,True,False,ZER1_ZYG11B,,,,False,False,False,False,False,True,False,False,False,pancan,0.05
59,KLF16_KLF13,KLF16,KLF13,0.13827010178840274,0.08824527719118896,85,21.02274950856472,21.003681387743796,0.3021196494654926,False,False,KLF13_KLF16,False,,,False,False,False,False,True,False,False,,,pancan,0.05
60,SP2_SP1,SP2,SP1,0.7958397823088913,-0.01513445957474814,29,21.938837567874018,21.80007026103164,0.8893138449131213,False,False,SP1_SP2,,,,True,True,False,False,False,False,False,,,pancan,0.05
61,SP3_SP1,SP3,SP1,0.006935378344192282,0.154428399097434,30,23.916656954780287,23.725637106560598,0.03587860506938884,True,False,SP1_SP3,,False,True,True,True,False,False,True,False,False,,,pancan,0.05
62,SP4_SP1,SP4,SP1,0.1701558715275098,0.10744532717006344,30,22.941291608418737,22.51463469148176,0.34622361743325825,False,False,SP1_SP4,False,,,True,True,False,False,False,True,False,,,pancan,0.05
63,CD151_TSPAN15,CD151,TSPAN15,0.10491589000732424,0.10127866802747945,130,26.630444211060105,26.583022243849353,0.25290542773269503,False,False,CD151_TSPAN15,False,,,True,False,False,False,False,False,False,False,False,pancan,0.05
64,CD63_TSPAN3,CD63,TSPAN3,0.5934755847416175,-0.0371422615281054,77,25.992397143288336,25.96780899795321,0.7557837945636211,False,False,CD63_TSPAN3,,,,True,False,False,False,False,True,False,False,False,pancan,0.05
65,TSPAN14_TSPAN3,TSPAN14,TSPAN3,0.6111267086271912,-0.029282407781175548,72,22.79260266464189,22.932966548863618,0.7672401913379363,False,False,TSPAN14_TSPAN3,,,,True,False,False,False,False,False,False,False,False,pancan,0.05
66,CD151_TSPAN3,CD151,TSPAN3,0.3233843151768363,0.06134593255701315,77,26.770333484977073,26.581074102716205,0.5170526957395128,False,False,CD151_TSPAN3,,,,True,False,False,False,False,False,False,False,False,pancan,0.05
67,TSPAN3_CD63,TSPAN3,CD63,0.08019268363385124,0.24730889837765702,23,22.59103203013509,22.46987407533757,0.21004597410517914,False,False,CD63_TSPAN3,,,,True,False,False,False,False,True,False,False,False,pancan,0.05
68,TSPAN14_CD63,TSPAN14,CD63,0.20309137143258565,0.11851094986221655,25,23.153663240434636,22.90747603182841,0.38542641657833454,False,False,CD63_TSPAN14,,,,True,False,False,False,False,False,False,False,False,pancan,0.05
69,CD151_CD63,CD151,CD63,0.6363235718268859,0.0495921865975312,25,26.66683496668061,26.594862103958032,0.7853893747920062,False,False,CD151_CD63,,,,True,False,False,False,False,False,False,False,True,pancan,0.05
70,TSPAN3_CD151,TSPAN3,CD151,0.9510997156863179,0.005743607196694145,58,22.41557673196785,22.48206062451342,0.9745510441060824,False,False,CD151_TSPAN3,,,,True,False,False,False,False,False,False,False,False,pancan,0.05
71,CD63_CD151,CD63,CD151,0.0011961994277213475,-0.23287015034489353,71,25.81164431567997,25.97727405403187,0.009671219443948876,False,True,CD151_CD63,,,,True,False,False,False,False,False,False,False,False,pancan,0.05
72,TSPAN15_CD151,TSPAN15,CD151,0.32209765409142244,-0.07081450938548944,68,22.21400098591213,22.35741376479322,0.5160792998560567,False,False,CD151_TSPAN15,False,,,True,False,False,False,False,False,False,False,False,pancan,0.05
73,TSPAN14_CD151,TSPAN14,CD151,0.24653369785959625,0.06767185763552327,71,23.263527789211405,22.897250932741446,0.4354856658246851,False,False,CD151_TSPAN14,,,,True,False,False,False,False,False,False,False,False,pancan,0.05
74,TSPAN3_TSPAN14,TSPAN3,TSPAN14,0.5677110933045456,0.047402871316762296,125,21.685157403000865,22.67314669302334,0.7352719802141096,False,False,TSPAN14_TSPAN3,,,,True,False,False,False,False,False,False,False,False,pancan,0.05
75,CD63_TSPAN14,CD63,TSPAN14,0.9193532549480519,0.0066567529202485876,137,25.79767022789405,25.992215657056953,0.9583932647146594,False,False,CD63_TSPAN14,,,,True,False,False,False,False,False,False,False,False,pancan,0.05
76,CD151_TSPAN14,CD151,TSPAN14,0.08865373519597976,0.10259378008441056,137,26.622814457943726,26.58484101868302,0.22473377490301638,False,False,CD151_TSPAN14,,,,True,False,False,False,False,False,False,False,False,pancan,0.05
77,RPRD1B_RPRD1A,RPRD1B,RPRD1A,0.0063784318591313125,0.07547122020972097,142,25.478955028769896,25.390472432081346,0.033931518164030006,True,False,RPRD1A_RPRD1B,False,False,False,False,False,False,False,True,True,False,,,pancan,0.05
78,LTA4H_RNPEPL1,LTA4H,RNPEPL1,0.18561012620892775,-0.05915682947182552,49,28.113123854177083,28.081513137193078,0.36545993815619915,False,False,LTA4H_RNPEPL1,,False,False,False,False,False,False,True,False,False,,,pancan,0.05
79,RNPEP_RNPEPL1,RNPEP,RNPEPL1,0.9839164683849262,-0.000709343246649341,49,27.077519003813862,27.02406782643865,0.9917322214435884,False,False,RNPEP_RNPEPL1,,False,False,False,False,False,False,True,True,False,,,pancan,0.05
80,RNPEP_LTA4H,RNPEP,LTA4H,0.7234597755789816,-0.01672436301062774,25,27.084392680798953,27.014671746177694,0.8428370963643936,False,False,LTA4H_RNPEP,,False,False,False,False,False,False,True,True,False,,,pancan,0.05
81,PPM1H_PPM1M,PPM1H,PPM1M,0.9411802402524315,-0.004521056246440197,206,22.704936475865832,23.907022930015827,0.9695024088455333,False,False,PPM1H_PPM1M,,False,False,False,False,False,False,False,False,False,,,pancan,0.05
82,SNRNP40_PAFAH1B1,SNRNP40,PAFAH1B1,0.007747511480177323,0.04760993669407876,160,26.032169805112403,25.95758676672152,0.038636061617303506,True,False,PAFAH1B1_SNRNP40,,,,True,True,False,False,True,False,False,,,pancan,0.05
83,WDR5_PAFAH1B1,WDR5,PAFAH1B1,2.4547239228251476e-11,0.14117960383655181,160,24.887610417904312,24.718037905533187,5.096899490666034e-09,True,False,PAFAH1B1_WDR5,,False,True,True,True,False,True,True,False,False,,,pancan,0.05
84,WDR5_NLE1,WDR5,NLE1,0.46381106714049924,0.026125435013109006,42,24.900298071235163,24.727033462528965,0.6478292917305736,False,False,NLE1_WDR5,,,,True,True,False,True,True,False,False,,,pancan,0.05
85,EP300_CREBBP,EP300,CREBBP,0.00326724764500747,0.12422519970992435,27,24.34877630009745,23.82155856426611,0.020603078012558448,True,False,CREBBP_EP300,True,True,True,True,True,True,False,False,True,False,False,False,pancan,0.05
86,BRD3_BRD4,BRD3,BRD4,0.0012493875593007752,0.138036125486816,48,23.449040186848208,23.192506157544596,0.009942861273320454,True,False,BRD3_BRD4,False,False,True,True,True,False,False,True,False,False,True,False,pancan,0.05
87,BRD2_BRD4,BRD2,BRD4,0.000611065216489848,0.1215469918374177,49,23.87355009611139,23.41295901758678,0.005827444486274792,True,False,BRD2_BRD4,,False,True,True,True,False,False,True,False,False,True,False,pancan,0.05
88,BRD2_BRD3,BRD2,BRD3,7.76457105108443e-05,0.11160704327978588,76,23.64791844765988,23.42012797816902,0.0011902201530655594,True,False,BRD2_BRD3,True,True,True,False,False,False,False,True,True,False,True,False,pancan,0.05
89,BRD4_BRD3,BRD4,BRD3,9.512513997354032e-09,0.14501491368096597,76,24.620247535337402,24.342412394504052,8.356377680752542e-07,True,False,BRD3_BRD4,False,False,True,True,True,False,False,True,False,False,True,False,pancan,0.05
90,BRD3_BRD2,BRD3,BRD2,0.00023297863021753092,0.15375899582466226,47,23.392659843337473,23.1865390630609,0.0028435194457368316,True,False,BRD2_BRD3,True,True,True,False,False,False,False,True,True,False,True,False,pancan,0.05
91,BRD4_BRD2,BRD4,BRD2,0.0006654308608301528,0.1064373337158386,47,24.60254548150228,24.340118220187833,0.006267398293344614,True,False,BRD2_BRD4,,False,True,True,True,False,False,True,False,False,True,False,pancan,0.05
92,CREBBP_EP300,CREBBP,EP300,0.026742995967290635,0.059357074320571995,91,22.724958097007793,22.94110538720978,0.09506770862146585,False,False,CREBBP_EP300,True,True,True,True,True,True,False,False,True,False,True,False,pancan,0.05
93,RND3_RHOC,RND3,RHOC,0.3527525547941962,0.05236454508137367,65,21.7498012252248,21.260167809267912,0.544566972051331,False,False,RHOC_RND3,False,,,False,False,False,False,True,False,False,,,pancan,0.05
94,RHOA_RHOC,RHOA,RHOC,0.6172053849977789,-0.019451336943256757,78,27.559927418104635,27.255257133086232,0.7711690915398943,False,False,RHOA_RHOC,,,,True,True,False,False,True,True,False,True,False,pancan,0.05
95,RHOF_RHOC,RHOF,RHOC,0.0029369474189416354,-0.1908898554205869,69,22.07439070625321,21.513759557208235,0.018919520954994905,False,True,RHOC_RHOF,False,,,False,False,False,False,True,False,False,,,pancan,0.05
96,RHOB_RHOC,RHOB,RHOC,0.055655952997277276,0.12660143042921654,77,24.22856225762277,24.243157794646102,0.1613175084337326,False,False,RHOB_RHOC,False,,,False,False,False,False,True,False,False,,,pancan,0.05
97,RHOC_RHOA,RHOC,RHOA,0.0012098188195966812,0.16396641649652222,208,25.498075650107538,25.158478958536026,0.009746829573046983,True,False,RHOA_RHOC,,,,True,True,False,False,True,True,False,False,False,pancan,0.05
98,RND3_RHOA,RND3,RHOA,0.06954934131362978,0.07568495866033308,160,21.255285130777914,21.333978808256052,0.18978577725248555,False,False,RHOA_RND3,False,,,True,True,False,False,True,False,False,,,pancan,0.05
99,RHOF_RHOA,RHOF,RHOA,3.00711047547212e-05,-0.20866558237933425,187,21.748823480445786,21.51918472526791,0.0005429438992868239,False,True,RHOA_RHOF,False,,,True,True,False,False,True,False,False,,,pancan,0.05
100,RHOB_RHOA,RHOB,RHOA,2.7779496919247985e-07,0.2655365479708838,207,24.595461505354592,24.106493100073035,1.4585832405416644e-05,True,False,RHOA_RHOB,True,,,True,True,False,False,True,False,False,,,pancan,0.05
101,TRIP10_FNBP1L,TRIP10,FNBP1L,0.2560262513157171,-0.03972019502172428,75,25.18617390764905,25.08470169660849,0.4468939134671046,False,False,FNBP1L_TRIP10,False,False,False,False,False,False,False,True,True,False,False,False,pancan,0.05
102,FNBP1_FNBP1L,FNBP1,FNBP1L,4.363243870611823e-05,-0.1814137080911049,75,25.298933686593113,25.3653131195822,0.0007437051492893585,False,True,FNBP1_FNBP1L,False,,,False,False,False,False,True,True,False,True,False,pancan,0.05
103,TRIP10_FNBP1,TRIP10,FNBP1,0.12011162785952459,-0.05288791968194423,78,25.194251208188277,25.09961496745925,0.2776180533681081,False,False,FNBP1_TRIP10,False,,,False,False,False,False,False,False,False,False,False,pancan,0.05
104,FNBP1L_FNBP1,FNBP1L,FNBP1,0.004493340551104638,0.11386137166542115,78,25.612267458902714,25.490825344915113,0.026139607783033904,True,False,FNBP1_FNBP1L,False,,,False,False,False,False,True,True,False,False,True,pancan,0.05
105,FNBP1_TRIP10,FNBP1,TRIP10,0.013404156467259709,-0.12377383682349799,62,25.363391963236644,25.383157606895317,0.05679980217295209,False,False,FNBP1_TRIP10,False,,,False,False,False,False,False,False,False,False,False,pancan,0.05
106,FNBP1L_TRIP10,FNBP1L,TRIP10,0.1994800054572248,0.057604064365680406,62,25.776537815321117,25.479214608291862,0.3827067051359105,False,False,FNBP1L_TRIP10,False,False,False,False,False,False,False,True,True,False,False,False,pancan,0.05
107,TARS2_TARS3,TARS2,TARS3,0.0003007579181979749,0.14965441019070205,75,24.973745056881626,24.51523367179501,0.0033673092410008566,True,False,TARS2_TARS3,False,False,False,False,False,False,False,False,True,False,,,pancan,0.05
108,TARS1_TARS3,TARS1,TARS3,0.16578121411538568,0.04588213453921468,75,27.407054745048868,27.27878709399903,0.3392870009314882,False,False,TARS1_TARS3,False,False,False,False,False,False,False,True,True,False,,,pancan,0.05
109,HERC6_HERC4,HERC6,HERC4,0.1733110134264169,-0.1506428184764066,101,22.70841909221045,22.08040479489962,0.35163723219784493,False,False,HERC4_HERC6,False,False,False,False,False,False,False,False,False,False,,,pancan,0.05
110,HERC5_HERC4,HERC5,HERC4,0.4921408081609938,-0.04983129199450698,122,22.071695595508505,21.922980396425817,0.6726807934408796,False,False,HERC4_HERC5,False,False,False,False,False,False,False,False,False,False,,,pancan,0.05
111,UBE3A_HERC4,UBE3A,HERC4,5.556510021530156e-05,0.07985373602904733,142,24.574476411850444,24.595663480003545,0.000900075807742899,True,False,HERC4_UBE3A,,,,True,True,False,False,False,False,False,False,False,pancan,0.05
112,HERC4_UBE3A,HERC4,UBE3A,0.508159641569097,-0.014170883578230174,103,24.593330107882164,24.758915898176348,0.6861493840215019,False,False,HERC4_UBE3A,,,,True,True,False,False,False,False,False,True,False,pancan,0.05
113,TANC1_TANC2,TANC1,TANC2,0.17350834104315405,0.053575828740052955,36,23.865914258335593,23.928934611974135,0.3517914344807491,False,False,TANC1_TANC2,False,False,False,False,False,False,False,False,True,False,,,pancan,0.05
114,ANKHD1_ANKRD17,ANKHD1,ANKRD17,0.16458860105613993,0.07807605259126521,35,19.194788878439585,19.445532742415498,0.33790594589862794,False,False,ANKHD1_ANKRD17,False,,,False,False,False,False,True,True,False,True,False,pancan,0.05
115,ANKRD17_ANKHD1,ANKRD17,ANKHD1,3.0779523470893555e-10,0.16721914798621018,79,23.813628193181202,23.67455118152503,4.4736169352525526e-08,True,False,ANKHD1_ANKRD17,False,,,False,False,False,False,True,True,False,False,False,pancan,0.05
116,CYP4F11_CYP4X1,CYP4F11,CYP4X1,3.116229057417917e-14,1.250420718996533,36,23.736017404014436,21.760133471003822,1.1862445278570871e-11,True,False,CYP4F11_CYP4X1,,,,False,False,False,False,False,False,False,,,pancan,0.05
117,CYP4F3_CYP4X1,CYP4F3,CYP4X1,0.4059075275454248,0.11391433478903364,32,20.43123653694763,20.424441632577015,0.594480790582719,False,False,CYP4F3_CYP4X1,,,,False,False,False,False,False,False,False,,,pancan,0.05
118,RBMS1_RBMS3,RBMS1,RBMS3,0.22890794466246317,0.04290491365703154,196,23.40573597223696,23.25456792398947,0.41798781688653547,False,False,RBMS1_RBMS3,False,False,False,False,False,False,False,False,True,False,,,pancan,0.05
