,gene_pair,A1,A2,ols_p,ols_coef,n_A2_lost,A2_lost_mean_quant_A1,A2_other_mean_quant_A1,p_adj,compensation,collateral_loss,sorted_gene_pair,bronze_standard_SL,strict_comb_hit,lenient_comb_hit,in_PC_CORUM,in_PC_CORUM_essential,in_PC_CORUM_both,in_PC_EBI,in_PC_humap,closest_pair,famsize2,other_dir_comp,other_dir_cl,dataset,FDR_threshold
1782,WWP2_NEDD4,WWP2,NEDD4,0.6079431721588285,0.016643066018175404,89,22.824629025888395,22.539147996850986,0.7663036452598038,False,False,NEDD4_WWP2,False,False,False,False,False,False,False,False,False,False,False,False,pancan,0.05
1783,NEDD4L_NEDD4,NEDD4L,NEDD4,0.1489498554445959,0.0660210754195593,90,24.304412900166554,24.387732487854542,0.31646648356786705,False,False,NEDD4_NEDD4L,False,False,False,False,False,False,False,False,True,False,False,False,pancan,0.05
1784,SMURF2_NEDD4,SMURF2,NEDD4,0.45679015496299447,-0.030659673469838458,60,21.647564478191097,21.361567806236376,0.6424314740982016,False,False,NEDD4_SMURF2,True,False,False,True,False,False,False,True,False,False,False,False,pancan,0.05
1785,ITCH_NEDD4,ITCH,NEDD4,0.8875526120336933,-0.0029947209605570243,90,23.939333443546225,23.944597486173024,0.9401476729021733,False,False,ITCH_NEDD4,False,False,False,True,True,False,False,False,False,False,,,pancan,0.05
1786,WWP1_NEDD4,WWP1,NEDD4,0.08698278304068668,-0.10784279348930195,60,21.65918678162139,21.794886038297953,0.2217848161753121,False,False,NEDD4_WWP1,False,False,False,False,False,False,False,False,False,False,,,pancan,0.05
1787,WWP2_NEDD4L,WWP2,NEDD4L,0.9810171470854938,0.0005919782410463356,178,22.680989997731007,22.537244917440724,0.9899019942316183,False,False,NEDD4L_WWP2,False,False,False,False,False,False,False,False,False,False,True,False,pancan,0.05
1788,SMURF2_NEDD4L,SMURF2,NEDD4L,0.06087627672299462,-0.0583746854494686,123,21.389401483519208,21.373009512528196,0.17240101182308706,False,False,NEDD4L_SMURF2,False,False,False,True,False,False,False,True,False,False,False,False,pancan,0.05
1789,NEDD4_NEDD4L,NEDD4,NEDD4L,0.678739965210998,0.011185202446053172,180,23.40954630272746,23.59390012336221,0.8142027733938653,False,False,NEDD4_NEDD4L,False,False,False,False,False,False,False,False,True,False,False,False,pancan,0.05
1790,HACE1_NEDD4L,HACE1,NEDD4L,0.9829425512743248,0.0006115974499275589,128,21.260481223586297,21.914761230066766,0.991187985479275,False,False,HACE1_NEDD4L,False,,,False,False,False,False,False,False,False,False,False,pancan,0.05
1791,ITCH_NEDD4L,ITCH,NEDD4L,0.9946433499942895,0.00011038067875429602,180,23.893854193285755,23.95070259298689,0.996350701785634,False,False,ITCH_NEDD4L,False,False,False,True,True,False,False,False,False,False,,,pancan,0.05
1792,WWP1_NEDD4L,WWP1,NEDD4L,0.14477705052266396,-0.06888569845848203,125,21.357443162611347,21.865679050320097,0.3104889984917976,False,False,NEDD4L_WWP1,False,False,False,False,False,False,False,False,False,False,,,pancan,0.05
1793,NEDD4L_WWP2,NEDD4L,WWP2,0.0010204125559642116,0.1923539383640219,50,24.830432250748576,24.331847610206918,0.008680157459300779,True,False,NEDD4L_WWP2,False,False,False,False,False,False,False,False,False,False,False,False,pancan,0.05
1794,SMURF2_WWP2,SMURF2,WWP2,0.29990810299325116,0.05058738608173475,44,21.623768794802142,21.36777711568147,0.49315342493634673,False,False,SMURF2_WWP2,,False,False,True,False,False,False,True,False,False,False,False,pancan,0.05
1795,NEDD4_WWP2,NEDD4,WWP2,0.36462689914683866,-0.03990759208942802,50,23.53016406030705,23.536448864643596,0.5574349649607627,False,False,NEDD4_WWP2,False,False,False,False,False,False,False,False,False,False,False,False,pancan,0.05
1796,HACE1_WWP2,HACE1,WWP2,0.8118527018500508,0.010443619239359964,45,21.61099028025536,21.813470165650692,0.8965004459905914,False,False,HACE1_WWP2,False,,,False,False,False,False,False,False,False,False,False,pancan,0.05
1797,ITCH_WWP2,ITCH,WWP2,0.04045209951685539,-0.05547454599159943,50,24.062084032853896,23.936103556509412,0.12903993756494095,False,False,ITCH_WWP2,,False,False,True,True,False,False,False,False,False,,,pancan,0.05
1798,WWP1_WWP2,WWP1,WWP2,0.5604343228748656,-0.04292816298438891,44,21.845973691032892,21.778749909049484,0.7287401044384817,False,False,WWP1_WWP2,False,False,False,False,False,False,False,False,True,False,,,pancan,0.05
1799,LIMK1_LIMK2,LIMK1,LIMK2,0.12243271726533228,-0.06089311053430558,69,23.644008405025644,23.495572812433245,0.2801967196733656,False,False,LIMK1_LIMK2,,False,True,False,False,False,False,False,True,False,,,pancan,0.05
1800,MITF_TFEB,MITF,TFEB,0.9596607887779391,0.003778465362490241,30,22.14820404132505,22.067687600777973,0.9778564539677952,False,False,MITF_TFEB,False,,,False,False,False,False,True,False,False,False,True,pancan,0.05
1801,TFEB_MITF,TFEB,MITF,0.0013953063344328454,-0.10458771374906677,200,22.994128618495473,22.493608437925673,0.010876722415851942,False,True,MITF_TFEB,False,,,False,False,False,False,True,False,False,False,False,pancan,0.05
1802,P4HB_TXNDC5,P4HB,TXNDC5,0.3546412685558773,0.046574924487541906,56,30.121580044091047,30.221732145148625,0.5467134681363618,False,False,P4HB_TXNDC5,False,,,True,True,False,False,True,False,False,False,False,pancan,0.05
1803,PDIA3_TXNDC5,PDIA3,TXNDC5,0.04386219415607926,0.08125733014258062,56,29.709323383569078,29.81611897382787,0.13620836363356226,False,False,PDIA3_TXNDC5,False,,,True,True,False,True,True,False,False,False,False,pancan,0.05
1804,P4HB_PDIA4,P4HB,PDIA4,0.9941954519966049,-0.0004445009632895473,33,30.261736997954362,30.27846508607409,0.996350701785634,False,False,P4HB_PDIA4,False,,,True,True,True,False,True,False,False,False,False,pancan,0.05
1805,PDIA3_PDIA4,PDIA3,PDIA4,0.5187727951767382,0.03338351647522864,33,29.64867824199347,29.83559331450401,0.6939990589660678,False,False,PDIA3_PDIA4,False,False,False,True,True,False,True,True,True,False,False,False,pancan,0.05
1806,P4HB_PDIA3,P4HB,PDIA3,0.41948929935210755,-0.031113518396195528,105,30.359524866150014,30.208492078530504,0.607356493494819,False,False,P4HB_PDIA3,False,False,True,True,True,False,True,True,False,False,False,False,pancan,0.05
1807,PDIA6_PDIA3,PDIA6,PDIA3,0.805809553421307,0.008267589679714596,105,29.535615106026818,29.322466910622463,0.8934167935542009,False,False,PDIA3_PDIA6,False,,,True,True,False,True,True,False,False,,,pancan,0.05
1808,PDIA4_PDIA3,PDIA4,PDIA3,0.827983016027084,-0.008648501321800811,105,29.300237302461692,29.059134196981223,0.9070087331442973,False,False,PDIA3_PDIA4,False,False,False,True,True,False,True,True,True,False,False,False,pancan,0.05
1809,TXNDC5_PDIA3,TXNDC5,PDIA3,0.0189916514524709,-0.12277007847593896,105,28.53494682356963,28.37291601684015,0.07414860156827956,False,False,PDIA3_TXNDC5,False,,,True,True,False,True,True,False,False,False,False,pancan,0.05
1810,PDIA5_P4HB,PDIA5,P4HB,0.4785137952567454,-0.05071920325688861,33,26.044767819826607,26.050311221130375,0.660728697300322,False,False,P4HB_PDIA5,False,,,True,True,False,False,True,False,False,False,False,pancan,0.05
1811,PDIA3_P4HB,PDIA3,P4HB,0.12464852723818529,0.07910705560085174,33,30.086916198915997,29.79806168041264,0.28342183794127945,False,False,P4HB_PDIA3,False,False,True,True,True,False,True,True,False,False,False,False,pancan,0.05
1812,PDIA4_P4HB,PDIA4,P4HB,0.5361646850865632,-0.04017477453776386,33,29.226987455678856,29.03744894372126,0.7065810095820693,False,False,P4HB_PDIA4,False,,,True,True,True,False,True,False,False,False,False,pancan,0.05
1813,TXNDC5_P4HB,TXNDC5,P4HB,0.06662544181647614,-0.1585658021458114,33,28.37055274282943,28.339733551935055,0.1842282192600866,False,False,P4HB_TXNDC5,False,,,True,True,False,False,True,False,False,False,False,pancan,0.05
1814,P4HB_PDIA5,P4HB,PDIA5,0.6633084676602659,-0.025982529608501004,41,29.91078683694767,30.218403781826904,0.8052067712655048,False,False,P4HB_PDIA5,False,,,True,True,False,False,True,False,False,False,False,pancan,0.05
1815,MTMR12_MTMR10,MTMR12,MTMR10,0.9412115318402917,-0.0018678324699767934,106,23.585292108592945,23.817109529112425,0.9695024088455333,False,False,MTMR10_MTMR12,,False,False,False,False,False,False,False,True,True,,,pancan,0.05
1816,ARIH1_ARIH2,ARIH1,ARIH2,0.0012478655296073759,0.06338349413247468,210,25.202693540757352,25.231258855075595,0.009942861273320454,True,False,ARIH1_ARIH2,False,False,True,False,False,False,False,False,True,False,False,False,pancan,0.05
1817,ARIH2_ARIH1,ARIH2,ARIH1,0.9992619878909254,2.6354274071799244e-05,79,23.031003781884184,23.214406496445896,0.9992619878909254,False,False,ARIH1_ARIH2,False,False,True,False,False,False,False,False,True,False,True,False,pancan,0.05
1818,DCBLD2_DCBLD1,DCBLD2,DCBLD1,0.8464191972454284,0.012163317830869103,77,20.816886689941565,20.715427638422167,0.9177410142456959,False,False,DCBLD1_DCBLD2,False,False,False,False,False,False,False,False,True,False,False,False,pancan,0.05
1819,DCBLD1_DCBLD2,DCBLD1,DCBLD2,0.7788485440301672,-0.02237600081496542,28,20.863219548422837,20.773804660442064,0.8775974714183039,False,False,DCBLD1_DCBLD2,False,False,False,False,False,False,False,False,True,False,False,False,pancan,0.05
1820,NRP2_NRP1,NRP2,NRP1,0.2733449833571288,0.06855989752890657,112,23.83634800219056,22.6851793246448,0.46521605215177514,False,False,NRP1_NRP2,False,False,False,True,False,False,False,False,True,False,,,pancan,0.05
1821,PRDX3_PRDX2,PRDX3,PRDX2,0.055989326465851766,0.08860227256945262,52,28.537630577587137,28.266322401605038,0.1620781009480424,False,False,PRDX2_PRDX3,False,,,False,False,False,False,True,False,False,False,False,pancan,0.05
1822,PRDX2_PRDX3,PRDX2,PRDX3,0.8727142753175154,-0.007916529276435214,144,30.319562158444075,29.6972759540448,0.9322911851482358,False,False,PRDX2_PRDX3,False,,,False,False,False,False,True,False,False,False,False,pancan,0.05
1823,MAP2K3_MAP2K1,MAP2K3,MAP2K1,0.1829622512799972,-0.04072401131933421,77,24.466929922284294,24.460488141953302,0.3619625655465688,False,False,MAP2K1_MAP2K3,,False,False,True,False,False,False,True,False,False,False,False,pancan,0.05
1824,MAP2K2_MAP2K1,MAP2K2,MAP2K1,0.3181197556293753,0.0273484161738212,77,25.04966605547314,24.95839166240719,0.5113198605612197,False,False,MAP2K1_MAP2K2,,True,True,True,False,True,False,True,True,False,False,False,pancan,0.05
1825,MAP2K6_MAP2K1,MAP2K6,MAP2K1,0.04048294257716586,-0.10201791694761794,77,24.619672953377425,25.044609326489663,0.1290482077407492,False,False,MAP2K1_MAP2K6,,False,True,True,False,False,False,True,False,False,,,pancan,0.05
1826,MAP2K7_MAP2K1,MAP2K7,MAP2K1,0.027614981289401295,0.06337357860217409,77,23.256316571172857,23.285434419091025,0.09725924019274101,False,False,MAP2K1_MAP2K7,False,False,False,True,True,False,False,True,False,False,False,False,pancan,0.05
1827,MAP2K4_MAP2K1,MAP2K4,MAP2K1,0.42602602750849083,0.024942133982851642,77,24.44698669429072,24.68942767148361,0.6139684939959345,False,False,MAP2K1_MAP2K4,False,False,False,True,True,False,False,True,False,False,False,False,pancan,0.05
1828,MAP2K5_MAP2K2,MAP2K5,MAP2K2,0.43028483458611244,-0.03396329502696177,53,21.362091439341956,21.642830300795662,0.6178992998468584,False,False,MAP2K2_MAP2K5,,False,True,True,True,False,False,True,False,False,False,False,pancan,0.05
1829,MAP2K3_MAP2K2,MAP2K3,MAP2K2,0.06651779813784664,0.06220084208295848,60,24.603725273080855,24.454449959803544,0.18409235414650216,False,False,MAP2K2_MAP2K3,,False,False,True,False,False,False,True,False,False,False,False,pancan,0.05
1830,MAP2K6_MAP2K2,MAP2K6,MAP2K2,0.43538602303461615,-0.042471285977809414,60,25.125186831447095,24.95692097128121,0.6230712259467814,False,False,MAP2K2_MAP2K6,,False,False,True,False,False,False,True,False,False,,,pancan,0.05
1831,MAP2K4_MAP2K2,MAP2K4,MAP2K2,0.711501105110439,0.012173770694699035,60,24.653556613200774,24.65031794326324,0.8346762535667784,False,False,MAP2K2_MAP2K4,False,False,False,True,True,False,False,True,False,False,False,False,pancan,0.05
1832,MAP2K1_MAP2K2,MAP2K1,MAP2K2,0.02851257692619193,0.07361129516721315,60,26.061602809597705,25.957384806193964,0.0998049436006473,False,False,MAP2K1_MAP2K2,,True,True,True,False,True,False,True,True,False,False,False,pancan,0.05
1833,MAP2K5_MAP2K4,MAP2K5,MAP2K4,0.3933652379466933,0.025840077092011693,126,21.67497274439299,21.774228304304792,0.5828389253780393,False,False,MAP2K4_MAP2K5,False,False,False,True,True,False,False,True,False,False,False,False,pancan,0.05
1834,MAP2K2_MAP2K4,MAP2K2,MAP2K4,0.038999222100328246,0.041560238829254414,169,25.04519132252698,24.952913144794227,0.12572226291764252,False,False,MAP2K2_MAP2K4,False,False,False,True,True,False,False,True,False,False,False,False,pancan,0.05
1835,MAP2K7_MAP2K4,MAP2K7,MAP2K4,0.6176380514925612,0.010632540771954524,169,23.17895642151718,23.308677028649576,0.7714986653590428,False,False,MAP2K4_MAP2K7,False,False,False,True,True,True,False,False,True,False,False,False,pancan,0.05
1836,MAP2K1_MAP2K4,MAP2K1,MAP2K4,0.6483731653612957,0.010578778569195535,169,26.026532751184813,25.998585512267525,0.7934775034127031,False,False,MAP2K1_MAP2K4,False,False,False,True,True,False,False,True,False,False,False,False,pancan,0.05
1837,MAP2K5_MAP2K3,MAP2K5,MAP2K3,0.20806495740651523,0.0416009057228809,98,21.74810603901639,21.769248525376835,0.3914500516610221,False,False,MAP2K3_MAP2K5,,False,False,True,True,False,False,True,False,False,False,False,pancan,0.05
1838,MAP2K2_MAP2K3,MAP2K2,MAP2K3,0.06893101990894934,0.039663916454586556,130,25.01553005875584,24.96595720153925,0.1885490412838806,False,False,MAP2K2_MAP2K3,,False,False,True,False,False,False,True,False,False,False,False,pancan,0.05
1839,MAP2K7_MAP2K3,MAP2K7,MAP2K3,0.9162441452668211,-0.0024374013066218447,130,23.14508274856946,23.308176056349946,0.9569710372156339,False,False,MAP2K3_MAP2K7,False,False,False,True,True,False,False,True,False,False,False,False,pancan,0.05
1840,MAP2K1_MAP2K3,MAP2K1,MAP2K3,0.20904376618355114,0.03160163191851875,130,26.03830191697112,26.00498365229794,0.392967869928585,False,False,MAP2K1_MAP2K3,,False,False,True,False,False,False,True,False,False,False,False,pancan,0.05
1841,MAP2K5_MAP2K7,MAP2K5,MAP2K7,0.3295004373046111,-0.04164470791046426,55,21.360227369241077,21.663307474582535,0.5218994443853896,False,False,MAP2K5_MAP2K7,False,,,True,True,False,False,True,False,False,False,False,pancan,0.05
1842,MAP2K3_MAP2K7,MAP2K3,MAP2K7,0.03883532260927483,0.06990740240498765,61,24.65676937270653,24.448329275354048,0.125282311920316,False,False,MAP2K3_MAP2K7,False,False,False,True,True,False,False,True,False,False,False,False,pancan,0.05
1843,MAP2K6_MAP2K7,MAP2K6,MAP2K7,0.49725694499468465,-0.03703482016959361,61,25.239230150615775,24.945376303639488,0.6763845579909777,False,False,MAP2K6_MAP2K7,,False,False,True,True,False,False,True,False,False,,,pancan,0.05
1844,MAP2K4_MAP2K7,MAP2K4,MAP2K7,0.9247702888071727,-0.003111762131340942,61,24.70100343399279,24.6464573846723,0.9620099628094448,False,False,MAP2K4_MAP2K7,False,False,False,True,True,True,False,False,True,False,False,False,pancan,0.05
1845,MAP2K1_MAP2K7,MAP2K1,MAP2K7,0.4030853928289445,0.028104568430128388,61,26.085109269196305,25.960634269687457,0.592055972489588,False,False,MAP2K1_MAP2K7,False,False,False,True,True,False,False,True,False,False,False,False,pancan,0.05
1846,MAP2K3_MAP2K5,MAP2K3,MAP2K5,0.2034253416014821,-0.03877867610677096,77,24.476975138015256,24.457505804007884,0.3855796516330167,False,False,MAP2K3_MAP2K5,,False,False,True,True,False,False,True,False,False,False,False,pancan,0.05
1847,MAP2K2_MAP2K5,MAP2K2,MAP2K5,0.3490940182199873,0.025625194682164686,77,25.059503586222515,24.955457882411903,0.5412971742121188,False,False,MAP2K2_MAP2K5,,False,True,True,True,False,False,True,False,False,False,False,pancan,0.05
1848,MAP2K6_MAP2K5,MAP2K6,MAP2K5,0.04822374277256721,-0.09827849273030388,77,24.670800067355145,25.033569519479386,0.14592984658762584,False,False,MAP2K5_MAP2K6,,False,False,True,True,False,False,True,False,False,,,pancan,0.05
1849,MAP2K7_MAP2K5,MAP2K7,MAP2K5,0.031778729266718916,0.06174896292752686,77,23.27561923195905,23.281904528382064,0.10814200478591006,False,False,MAP2K5_MAP2K7,False,,,True,True,False,False,True,False,False,False,False,pancan,0.05
1850,MAP2K4_MAP2K5,MAP2K4,MAP2K5,0.37100334830552784,0.027973584457656766,77,24.473077176988042,24.6847152635547,0.5628506459846069,False,False,MAP2K4_MAP2K5,False,False,False,True,True,False,False,True,False,False,False,False,pancan,0.05
1851,MOB3C_MOB3B,MOB3C,MOB3B,0.9735028591915298,-0.0011379141184495734,146,21.68674112468688,21.40982587171059,0.9862410868899774,False,False,MOB3B_MOB3C,,,,False,False,False,False,False,False,False,False,False,pancan,0.05
1852,MOB2_MOB3B,MOB2,MOB3B,0.9001490108311986,0.0027340992276370935,171,23.81651226706219,23.76477552264834,0.9464787779382782,False,False,MOB2_MOB3B,,,,False,False,False,False,False,False,False,False,False,pancan,0.05
1853,MOB3A_MOB3B,MOB3A,MOB3B,0.006693471704789071,-0.0797503955417389,168,22.893183264831674,22.820493962287028,0.03518501581988087,False,True,MOB3A_MOB3B,,,,False,False,False,False,False,True,False,False,False,pancan,0.05
1854,MOB3C_MOB3A,MOB3C,MOB3A,0.18639625781631078,-0.07427439197610201,43,21.219588095861504,21.39514976177925,0.36669169065672164,False,False,MOB3A_MOB3C,False,,,False,False,False,False,False,True,False,False,True,pancan,0.05
1855,MOB2_MOB3A,MOB2,MOB3A,0.658715856143063,0.014185390840177442,61,23.723312473393932,23.769702162136966,0.8017623316977117,False,False,MOB2_MOB3A,,,,False,False,False,False,False,False,False,False,True,pancan,0.05
1856,MOB3B_MOB3A,MOB3B,MOB3A,0.321574883308099,0.07896809787710014,40,19.34050586263553,19.923541783139832,0.5156212422267517,False,False,MOB3A_MOB3B,,,,False,False,False,False,False,True,False,False,True,pancan,0.05
1857,MOB3C_MOB2,MOB3C,MOB2,0.05329934624616316,-0.09225695532404134,63,21.473923831869065,21.48664162602577,0.15619477568763673,False,False,MOB2_MOB3C,False,,,False,False,False,False,False,False,False,False,False,pancan,0.05
1858,MOB3A_MOB2,MOB3A,MOB2,0.00032446778144107016,-0.15195804516549227,71,22.84235937396917,22.849314879635077,0.0035629058308240587,False,True,MOB2_MOB3A,,,,False,False,False,False,False,False,False,False,False,pancan,0.05
1859,MOB3B_MOB2,MOB3B,MOB2,0.8476969983767667,0.014825700459137697,45,19.34361025353669,19.87638936560771,0.9182879952270535,False,False,MOB2_MOB3B,,,,False,False,False,False,False,False,False,False,False,pancan,0.05
1860,MOB2_MOB3C,MOB2,MOB3C,0.8202248863713434,-0.008333331251596104,44,23.86383326948744,23.776316387113788,0.9021881244749089,False,False,MOB2_MOB3C,False,,,False,False,False,False,False,False,False,False,False,pancan,0.05
1861,MOB3A_MOB3C,MOB3A,MOB3C,0.0027175821959660746,-0.1519717162486271,44,22.83397166356391,22.86066121231523,0.017965145399671534,False,True,MOB3A_MOB3C,False,,,False,False,False,False,False,True,False,False,False,pancan,0.05
1862,MOB3B_MOB3C,MOB3B,MOB3C,0.5314938726684626,-0.05693219664754892,28,19.422826818070206,19.88457599486866,0.7039327371265691,False,False,MOB3B_MOB3C,,,,False,False,False,False,False,False,False,False,False,pancan,0.05
1863,MAPK12_MAPK14,MAPK12,MAPK14,0.8545156067707207,0.01771058540561674,35,21.26750114174624,21.256031830986352,0.9212714873090989,False,False,MAPK12_MAPK14,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1864,MAPK8_MAPK14,MAPK8,MAPK14,0.07599230058451922,-0.07107974857257626,43,22.954997221243012,22.941142611739366,0.2022918584324498,False,False,MAPK14_MAPK8,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1865,MAPK9_MAPK14,MAPK9,MAPK14,0.8037212035729625,-0.0073460669627438135,47,23.47616327168639,23.56478204630918,0.8925526383480623,False,False,MAPK14_MAPK9,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1866,MAPK8_MAPK12,MAPK8,MAPK12,0.5030553352729679,0.018676570149605443,95,22.862463585723663,22.948056562790093,0.6821452417396505,False,False,MAPK12_MAPK8,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1867,MAPK9_MAPK12,MAPK9,MAPK12,0.18557651100481404,-0.028612765999342493,101,23.586659582079516,23.564861762655433,0.36545993815619915,False,False,MAPK12_MAPK9,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1868,MAPK13_MAPK12,MAPK13,MAPK12,0.05234094497144985,0.08325497396629583,97,23.761429104927377,24.087977587564115,0.15465293443051936,False,False,MAPK12_MAPK13,,False,False,False,False,False,False,True,True,False,False,False,pancan,0.05
1869,MAPK14_MAPK12,MAPK14,MAPK12,0.9753165838212158,-0.0006966274687527702,101,24.965233619864772,25.022295600457248,0.9870966710298567,False,False,MAPK12_MAPK14,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1870,MAPK12_MAPK13,MAPK12,MAPK13,0.8545156067707207,0.01771058540561674,35,21.26750114174624,21.256031830986352,0.9212714873090989,False,False,MAPK12_MAPK13,,False,False,False,False,False,False,True,True,False,False,False,pancan,0.05
1871,MAPK8_MAPK13,MAPK8,MAPK13,0.07568859493344933,-0.07112768030355866,43,22.954997221243012,22.938943074043326,0.20202410124231063,False,False,MAPK13_MAPK8,False,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1872,MAPK9_MAPK13,MAPK9,MAPK13,0.8682981384630275,-0.005062539223828183,44,23.5092597085899,23.56169113851642,0.9297669705811321,False,False,MAPK13_MAPK9,False,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1873,MAPK12_MAPK9,MAPK12,MAPK9,0.27718997371272897,-0.08583178610111841,62,20.726173907647233,21.300641068216056,0.4687907441391136,False,False,MAPK12_MAPK9,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1874,MAPK8_MAPK9,MAPK8,MAPK9,0.004199745015220855,0.09791531408324779,70,23.266170007689993,22.902482115512743,0.024882535965666492,True,False,MAPK8_MAPK9,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1875,MAPK13_MAPK9,MAPK13,MAPK9,0.017800171917498345,0.12432288935485987,72,24.696142202302948,23.98910465532802,0.07082855864035927,False,False,MAPK13_MAPK9,False,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1876,MAPK14_MAPK9,MAPK14,MAPK9,0.07630904189429381,-0.04928782589488444,72,25.196934321794302,24.986056374043585,0.20230975239299717,False,False,MAPK14_MAPK9,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1877,MAPK12_MAPK8,MAPK12,MAPK8,0.16560125920677607,0.09695493498611629,122,22.5551512736563,20.90741309510796,0.3392870009314882,False,False,MAPK12_MAPK8,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1878,MAPK9_MAPK8,MAPK9,MAPK8,0.4455444381149135,-0.018832112749557206,131,23.676731066937013,23.531132156217556,0.632260637871676,False,False,MAPK8_MAPK9,,False,False,False,False,False,False,True,False,False,True,False,pancan,0.05
1879,MAPK13_MAPK8,MAPK13,MAPK8,0.045817157169923226,0.09812174261995361,112,22.25438425036985,24.37021687640127,0.14065374593562452,False,False,MAPK13_MAPK8,False,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1880,MAPK14_MAPK8,MAPK14,MAPK8,0.6840474717298586,0.01022879881302774,131,24.7038438024113,25.080420909500305,0.8175638019000507,False,False,MAPK14_MAPK8,,False,False,False,False,False,False,True,False,False,False,False,pancan,0.05
1881,FOXK1_FOXK2,FOXK1,FOXK2,0.00013565490211411618,0.16245705558957085,38,25.015444330501257,24.71944422876223,0.0018442606930276272,True,False,FOXK1_FOXK2,,False,False,False,False,False,False,False,True,False,,,pancan,0.05
1882,GRAP2_GRAP,GRAP2,GRAP,1.4612184585252865e-05,-0.23004258423253937,122,22.449260966601805,22.641052156411348,0.00031190868778240694,False,True,GRAP_GRAP2,,False,False,False,False,False,False,True,False,False,,,pancan,0.05
1883,NCK2_NCK1,NCK2,NCK1,0.8304182337722067,0.009344259585727448,35,24.19802512609754,24.254995284575198,0.9077685961197252,False,False,NCK1_NCK2,False,False,True,True,False,False,False,True,True,False,,,pancan,0.05
1884,GRAP2_GRB2,GRAP2,GRB2,0.08700490161693504,-0.18732214147002113,23,21.685974213076673,22.57457639830484,0.2217848161753121,False,False,GRAP2_GRB2,,False,False,True,False,False,False,True,False,False,,,pancan,0.05
1885,IRF6_IRF5,IRF6,IRF5,0.0024879194441491947,0.2696689355894053,32,25.399656058651903,24.09314226520582,0.01691192860249036,True,False,IRF5_IRF6,True,,,False,False,False,False,False,True,False,,,pancan,0.05
1886,IRF8_IRF5,IRF8,IRF5,0.04648069610035979,-0.19250984568106322,30,22.359012912437073,22.422866986139177,0.1421700412931582,False,False,IRF5_IRF8,,,,False,False,False,False,False,False,False,False,True,pancan,0.05
1887,IRF7_IRF5,IRF7,IRF5,0.38964273959395146,-0.10527488345884145,23,21.058967542600755,21.119851683707132,0.5797065403825354,False,False,IRF5_IRF7,False,,,False,False,False,False,False,True,False,False,False,pancan,0.05
1888,IRF9_IRF5,IRF9,IRF5,0.4401579535866762,-0.04858982593189459,34,24.091203035987377,23.996855296044018,0.6275410524294435,False,False,IRF5_IRF9,False,,,True,False,False,True,False,False,False,False,False,pancan,0.05
1889,IRF4_IRF5,IRF4,IRF5,0.00022798945402702233,-0.4923005621544676,30,22.504573815069907,22.32545455941827,0.0028071585606346035,False,True,IRF4_IRF5,,,,False,False,False,False,False,False,False,False,False,pancan,0.05
1890,IRF6_IRF3,IRF6,IRF3,0.007094377508121329,0.20444394582329073,45,24.46521196716185,24.040720870164623,0.03645344933306887,True,False,IRF3_IRF6,False,,,True,False,False,False,False,False,False,,,pancan,0.05
1891,IRF7_IRF3,IRF7,IRF3,0.5102747244268468,0.062474289180084484,37,21.086689662889476,21.034345496052747,0.6871512678443742,False,False,IRF3_IRF7,False,,,True,False,False,False,False,False,False,False,True,pancan,0.05
1892,IRF4_IRF3,IRF4,IRF3,0.001155886205227687,-0.36058783068477435,43,23.208807332656054,22.21117195918153,0.009438926225114297,False,True,IRF3_IRF4,,,,True,False,False,False,False,False,False,False,False,pancan,0.05
1893,IRF6_IRF7,IRF6,IRF7,0.003378301640512429,0.2004536872115848,60,25.14640324546089,24.010125314806142,0.02116883661709297,True,False,IRF6_IRF7,False,,,False,False,False,False,False,False,False,,,pancan,0.05
1894,IRF3_IRF7,IRF3,IRF7,0.009435624059522606,-0.07745960459168671,70,24.71157795110554,24.559974409609005,0.04451330844728497,False,True,IRF3_IRF7,False,,,True,False,False,False,False,False,False,False,False,pancan,0.05
1895,IRF4_IRF7,IRF4,IRF7,2.25010798989394e-06,-0.4628685185510563,59,22.903918788817638,22.216890139874934,7.058031702423175e-05,False,True,IRF4_IRF7,,,,False,False,False,False,False,False,False,False,False,pancan,0.05
1896,IRF5_IRF7,IRF5,IRF7,0.12135701982085342,-0.07102236276300172,67,22.72010650817412,22.226327309804496,0.2792739881821957,False,False,IRF5_IRF7,False,,,False,False,False,False,False,True,False,False,False,pancan,0.05
